user_id,date,name,brand,price,image,quantity
659,2006-09-24T17:48:56,Ameixa Seca OLÉ 180g,Olé ,"R$ 5,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-e72d1847c28e4986b223a1f5ba35ec08.jpg,2
89,2008-03-03T01:07:38,Iogurte VERDE CAMPO Whey Cookies 250g ,Verde Campo,"R$ 7,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-f427923b195a453eb46107d789e6822d.jpg,4
578,2003-03-25T03:29:20,Iogurte Grego DANONE Light 800g,Danone ,"R$ 13,49",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-368c788831fe41f6b2d46bdfe91465c6.jpg,5
973,2003-11-05T11:02:36,Macarrão RENATA Parafuso 500g,Renata,"R$ 4,98",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-20160209154643336380257999c79c8f44448635d7614606394d.jpg,2
330,2004-05-21T03:52:49,Macarrão GALO Ave Maria 500g ,Galo,"R$ 4,29",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-20170407005810774911f3a7e114d2ab4d4db632b105b2a56cbf.jpg,5
625,2012-04-13T21:00:36,Cozinha Italiana TIO JOÃO 1Kg ,Tio João,"R$ 17,79",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-a58f8dfcbd3848d5876e47c892a64694.jpg,5
45,2003-07-22T21:52:49,Macarrão Instantâneo TURMA DA Mônica Tomate Suave 85g,Turma da Mônica,"R$ 1,49",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-201602091546532678642f857d0fc90a4a779fb13ff189be6b8e.jpg,4
866,2012-03-03T03:28:06,Farinha de Trigo RENATA Integral 1Kg,Renata ,"R$ 4,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-75203466caf4445088ca7a8a6ef01148.jpg,5
330,2004-05-21T03:52:49,Iogurte ITAMBÉ Morango 170g ,Itambé ,"R$ 2,19",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-b54e9ce7e46140c0be78f7b44f999195.jpeg,2
201,2000-11-18T16:27:53,Macarrão GALO Spaguetti Nº8 500g,Galo ,"R$ 4,98",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-2e7e12ad22fe4f6c953893fe764631e3.jpg,4
385,1999-11-26T03:33:36,Macarrão Instantâneo TALHARIM Bolonhesa 99g,Talharim,"R$ 2,29",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-20160209154652518001684b2b6286ac4f89904cc338105d526c.jpg,5
417,2014-08-11T23:06:55,Queijo Fatiado POLENGHI Cheddar Kg ,Polenghi,"R$ 44,90",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-3167c7fbac9d4b03bbb979fbfd7106a2.jpeg,3
971,2011-07-27T12:57:37,Arroz Integral MEU BIJU 1Kg,Biju,"R$ 4,49",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-e0ab72903ad74695b60c8861b6f2bba2.jpg,2
719,2013-09-28T02:32:31,Requeijão Culinário PIRACANJUBA 400g,Piracanjuba ,"R$ 8,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-1ea230abc8e947d19a0e4ec880e42ea1.jpg,3
560,2008-02-16T20:27:33,Azeitonas Verdes VALE FÉRTIL sem Caroço 280g,Vale Fértil,"R$ 13,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-0f38aedb8b7847479fa8f1895f324364.jpg,4
989,1999-07-26T16:40:02,Iogurte CANTO DE MINAS Light Ameixa 900g ,Canto de Minas,"R$ 7,49",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-9bbc2becad094efdbed55a44852b04fb.jpg,4
766,1998-07-25T02:17:14,Macarrão sem Glúten PAGANINI Espaguete 400g,Paganini ,"R$ 16,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-ed49e5c5b3474ac6980e2bee0ebe8a46.jpg,3
701,1991-09-09T12:52:33,Macarrão PAGANINI Integrale Espaguete 500g,Paganini,"R$ 9,90",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-c7b758b355764ce6801c9ff80ace11ce.jpg,5
83,2004-06-20T03:45:34,CANTO DE MINAS Requeijão Light 420g,Canto de Minas,"R$ 8,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-c7c79c2df0e14f60a149f3052e799001.jpg,3
664,1992-03-07T12:07:41,Arroz Parbolizado URBANO Saquinhos 1Kg,Urbano,"R$ 3,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-c1dbfb7ae0a243af909a0cf85ca15d1c.jpg,4
254,2007-12-22T11:00:37,Iogurte Ninho NESTLÉ Morango 540g,Nestle,"R$ 5,19",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-dfd6f34016fa4466bfae25755890a921.jpeg,2
866,2012-03-03T03:28:06,Tapioca CROK 200g,Crok ,"R$ 10,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-6a14e24658b94ed5a6bc7805edc8636a.jpeg,3
578,2003-03-25T03:29:20,Leite ITAMBÉ Desnatado 1L ,Itambé ,"R$ 3,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-0ceee02a7fba4e5ba78546e6667eb637.jpg,3
35,2004-06-14T15:34:59,Salame Fatiado SABOR DA CORTE Italiano 140g,Sabor da Corte,"R$ 14,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-bc91eb342cb343a886dd047d2f6aa25b.jpeg,3
723,2005-07-01T22:22:19,Macarrão EMEGÊ Ninho com Ovos 500g,Emegê,"R$ 4,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-462adb059926473d971ad51145762843.jpeg,2
330,2004-05-21T03:52:49,Feijão Branco COMBRASIL 500g,Combrasil,"R$ 5,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-be272b6498b4486292a96eaf61e145d9.jpg,5
91,1994-01-13T04:49:54,Seleta de Legumes GOIÁS VERDE Lata 200g,GOIÀS VERDE,"R$ 2,89",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-3e935f5b599640e893416d9ba43b4233.jpg,5
860,1997-07-27T08:18:02,Arroz CAMIL Reserva 1Kg ,Camil,"R$ 3,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-d10dea249b0241ac9201d9d84ab36e2e.jpg,4
560,2008-02-16T20:27:33,Salada de Atum GOMES DA COSTA Batata 150g ,GOMES,"R$ 11,98",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-201602091549327382477592b1a9bada4d4989e604fc10d532be.jpg,2
866,2012-03-03T03:28:06,Massa BARILLA Spaghettoni 500g,Barilla,"R$ 11,98",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-965f90432b8f40ccb0b982113168d580.jpg,3
944,2002-03-11T09:09:42,Farinha de Trigo TIA NENA 1Kg,Tia Nena,"R$ 2,79",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-4dfde2ba98ba4ffa94a4567f71b4d8ae.jpg,3
88,2007-03-04T07:16:43,Arroz Basmati TIO JOÃO 500g,Tio João,"R$ 18,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-3da6eb189c5e49f68563a16fc04d5c69.jpg,4
89,2008-03-03T01:07:38,Queijo SUPREMO Emmental Kg,Supremo,"R$ 83,90",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-032491d2c8ce4fbe8fb02e91509df3f7.jpg,4
216,2002-02-15T09:41:44,Sardinha COQUEIRO Óleo 125g ,Coqueiro ,"R$ 3,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-be0c49e1f84542eea8c14ed45772c481.jpg,5
902,2012-01-19T23:16:20,Emmental BASEL Kg,Basel,"R$ 99,00",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-09cff98bd9ba47acbf4d364b3f32279b.jpg,3
995,2005-05-16T13:07:30,Feijoada BORDON 830g ,BORDON,"R$ 11,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-20160209155504546522d3bd8cee1792479488a304d3fe8d3f1d.jpg,5
319,2004-07-17T22:17:21,Milho Verde QUERO Lata 200g,Quero ,"R$ 1,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-09102012609d4ab3a48bbb3cae22f5af.jpeg,5
385,1997-08-18T02:48:12,Atum COQUEIRO Ervas e Azeitona 170g,Coqueiro,"R$ 9,59",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-1ba4534c63a243f0a758c946253cfbf6.jpg,2
349,1996-12-03T09:20:12,Salada de Atum GOMES DA COSTA Batata Doce 150g,GOMES,"R$ 11,98",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-c74232091dec444cbcaed97818b1d65d.jpg,2
169,2005-04-06T21:19:18,Alimento ALMOND BREEZE Chocolate 1L,Almond Breeze,"R$ 13,90",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-bdd3cd436431438d973937121c37d107.jpeg,5
121,2018-05-23T07:10:58,Queijo Tofu SAMURAI Tradicional 300g,Samurai ,"R$ 17,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-8a66ebee36c74800b4728674b25ab2f0.jpg,5
300,2011-01-15T20:10:07,Arroz Parboilizado TIO JOÃO Saquinhos 1Kg,Tio João,"R$ 4,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-fcecdff1fe724c8bb1d92fd218b399d1.jpg,4
471,1997-12-25T09:33:59,Macarrão EMEGÊ com Ovos Espaguete 500g,Emegê,"R$ 4,29",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-ef3f28dc7eea43af9fd626f86248cc41.jpg,4
70,2003-04-26T18:42:00,Polvilho Azedo YOKI 1Kg ,Yoki,"R$ 18,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-42aa8d0d8562490685fcda4e5f1b4b16.jpg,5
300,2011-01-15T20:10:07,Arroz Parboilizado TIO JOÃO Saquinhos 1Kg,Tio João,"R$ 4,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-fcecdff1fe724c8bb1d92fd218b399d1.jpg,4
136,2006-04-28T07:52:01,Petit Suisse DANONINHO Morango 320g ,Danone,"R$ 7,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-d2027ab5468c4af2b668f7af91a433b4.jpg,5
471,1997-12-25T09:33:59,Macarrão EMEGÊ com Ovos Espaguete 500g,Emegê,"R$ 4,29",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-ef3f28dc7eea43af9fd626f86248cc41.jpg,4
330,2004-05-21T03:52:49,Cubinhos ao Molho Caseiro SUPERBOM 380g ,Superbom,"R$ 21,59",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-c26a927d8ecc4dc1b6eafdca252a3cb3.jpg,4
560,2008-02-16T20:27:33,Macarrão Instantâneo NISSIN LÁMEN Galinha Caipira 85g,Nissin Lámen,"R$ 1,49",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-2e76c329d6194465a6a8148e535e694c.jpg,5
91,1994-01-13T04:49:54,Leite em Pó PIRACANJUBA Integral 800g,Piracanjuba ,"R$ 21,90",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-5116fedb9afb47f5aebdbe96bb723617.jpg,3
881,2007-06-21T04:35:32,Leite ITALAC Desnatado 1L ,Italac ,"R$ 3,39",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-d9e5528a59c6442bb8d091a93e7dbe8d.jpeg,2
420,2012-01-23T21:23:16,Copa Fatiada SADIA 100g,Sadia,"R$ 12,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-0b762181e06e4ef285d1bf6ceb6a711f.jpg,4
400,2015-11-01T21:46:33,Atum Sólido COQUEIRO Óleo Light 170g,Coqueiro ,"R$ 9,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-b7b0e9791d424d8f948fb8eb222aef9b.jpeg,3
91,1994-01-13T04:49:54,Seleta de Legumes GOIÁS VERDE Lata 200g,GOIÀS VERDE,"R$ 2,89",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-3e935f5b599640e893416d9ba43b4233.jpg,5
457,2006-03-27T13:57:41,Iogurte Grego DANONE Frutas Vermelhas 100g ,Danone ,"R$ 2,19",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-b7f868aac2744225973ada262bebc866.jpg,3
837,2002-01-10T13:22:33,Polpa de Pequi DICEL 240g,Dicel,"R$ 31,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-d5b820a89487478d9089a3032362f70a.jpg,3
30,2009-07-22T09:05:08,Iogurte DANONINHO Morango 100g,Danone,"R$ 2,49",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-ea4c4709f0404ed483d698d38b7b8e26.jpeg,4
352,2010-01-01T01:38:54,Macarrão Instantâneo TALHARIM ao Sugo 99g,Talharim,"R$ 2,29",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-20160209154651711907884c91fd220840d497518c02694d4d1d.jpg,5
288,1991-10-25T22:34:01,Queijo Gouda DANITA Forma Kg,Danita,"R$ 64,90",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-980da56af5a648b08f2fee9526cab08b.jpg,3
578,2003-03-25T03:29:20,Iogurte Grego DANONE Light 800g,Danone ,"R$ 13,49",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-368c788831fe41f6b2d46bdfe91465c6.jpg,5
216,2002-02-15T09:41:44,Macarrão GALO Rigatone 500g,Galo,"R$ 4,99",https://s3-sa-east-1.amazonaws.com/ib.item.image.medium/m-95ad162f732b46cb89e0ed9cec62b16a.jpg,3
